Store Code,Business Name,Address,City,State,Postal Code,Country,Latitude,Longitude,Phone Number,Website URL,Operated By,Online Order Link,Formatted Business Hours
1505,Waffle House #1505,110 SEABORN DR,MYRTLE BEACH,SC,29579,US,33.756788,-78.96779,(843) 213-6301,https://locations.wafflehouse.com///myrtlebeach-sc-1505,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1505,Monday - Sunday| 24 hours
1506,Waffle House #1506,309 S PEARSON RD,PEARL,MS,39208,US,32.269082,-90.13542,(601) 939-1251,https://locations.wafflehouse.com///pearl-ms-1506,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1506,Monday - Sunday| 24 hours
1507,Waffle House #1507,1515 MCFARLAND PKWY,ALPHARETTA,GA,30005,US,34.11072,-84.22001,(678) 319-0676,https://locations.wafflehouse.com///alpharetta-ga-1507,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1507,Monday - Sunday| 24 hours
1508,Waffle House #1508,5565 NORTHSIDE DR,ATLANTA,GA,30327,US,33.905783,-84.431455,(770) 937-0506,https://locations.wafflehouse.com///atlanta-ga-1508,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1508,Monday - Sunday| 24 hours
1509,Waffle House #1509,296 WEST CLINTON ST,GRAY,GA,31032,US,33.00385,-83.548992,(478) 986-5898,https://locations.wafflehouse.com///gray-ga-1509,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1509,Monday - Sunday| 24 hours
1510,Waffle House #1510,1021 DILLERVILLE RD,LANCASTER,PA,17603,US,40.053484,-76.323105,(717) 293-9036,https://locations.wafflehouse.com///lancaster-pa-1510,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1510,Monday - Sunday| 24 hours
1511,Waffle House #1511,628 JOHN SIMS PKWY W,NICEVILLE,FL,32578,US,30.52155,-86.50183,(850) 729-6700,https://locations.wafflehouse.com///niceville-fl-1511,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1511,Monday - Sunday| 24 hours
1512,Waffle House #1512,598 W MAIN ST,MIDDLETOWN,DE,19709,US,39.44784,-75.729634,(302) 449-0110,https://locations.wafflehouse.com///middletown-de-1512,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1512,Monday - Sunday| 24 hours
1513,Waffle House #1513,7106 WILL CLAYTON PKWY,HUMBLE,TX,77338,US,29.9827102109422,-95.2812891858396,(281) 548-1018,https://locations.wafflehouse.com///humble-tx-1513,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1513,Monday - Sunday| 24 hours
1514,Waffle House #1514,592 HWY 61,VILLA RICA,GA,30180,US,33.720012,-84.938151,(770) 459-9392,https://locations.wafflehouse.com///villarica-ga-1514,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1514,Monday - Sunday| 24 hours
1515,Waffle House #1515,E. 1655 MARKET ST,SMITHFIELD,NC,27577,US,35.5056,-78.32749,(919) 938-1575,https://locations.wafflehouse.com///smithfield-nc-1515,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1515,Monday - Sunday| 24 hours
1516,Waffle House #1516,19312 E PLAZA DR,PARKER,CO,80138,US,39.52657,-104.765346,(303) 805-9403,https://locations.wafflehouse.com///parker-co-1516,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1516,Monday - Sunday| 24 hours
1517,Waffle House #1517,699 HWY 6 EAST,BATESVILLE,MS,38606,US,34.310609,-89.93059,(662) 578-5252,https://locations.wafflehouse.com///batesville-ms-1517,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1517,Monday - Sunday| 24 hours
1518,Waffle House #1518,6797 COMMONWEALTH AVE,JACKSONVILLE,FL,32254,US,30.336084,-81.75916,(904) 378-9401,https://locations.wafflehouse.com///jacksonville-fl-1518,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1518,Monday - Sunday| 24 hours
1519,Waffle House #1519,1063 HWY 19 N,THOMASTON,GA,30286,US,32.925253,-84.334091,(706) 229-4250,https://locations.wafflehouse.com///thomaston-ga-1519,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1519,Monday - Sunday| 24 hours
152,Waffle House #152,69 EXPRESSWAY DRIVE,MANCHESTER,TN,37355,US,35.459534,-86.055018,(931) 728-1167,https://locations.wafflehouse.com///manchester-tn-152,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-152,Monday - Sunday| 24 hours
1520,Waffle House #1520,1522 W FLOYD BAKER BLVD,GAFFNEY,SC,29341,US,35.090658,-81.662139,(864) 487-8761,https://locations.wafflehouse.com///gaffney-sc-1520,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1520,Monday - Sunday| 24 hours
1521,Waffle House #1521,750 SOUTH MAIN,LUMBERTON,TX,77657,US,30.241736,-94.196118,(409) 755-3828,https://locations.wafflehouse.com///lumberton-tx-1521,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1521,Monday - Sunday| 24 hours
1522,Waffle House #1522,1837 AIRPORT BLVD,CAYCE,SC,29033,US,33.960447,-81.088259,(803) 796-3960,https://locations.wafflehouse.com///cayce-sc-1522,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1522,Monday - Sunday| 24 hours
1523,Waffle House #1523,1039 SPACE CENTER DR,COLORADO SPRINGS,CO,80915,US,38.84671,-104.721712,(719) 638-0316,https://locations.wafflehouse.com///coloradosprings-co-1523,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1523,Monday - Sunday| 24 hours
1524,Waffle House #1524,1064 TIGER BLVD,CLEMSON,SC,29631,US,34.69093,-82.83686,(864) 653-9381,https://locations.wafflehouse.com///clemson-sc-1524,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1524,Monday - Sunday| 24 hours
1525,Waffle House #1525,316 SW 19TH ST,MOORE,OK,73160,US,35.319575,-97.487239,(405) 793-7736,https://locations.wafflehouse.com///moore-ok-1525,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1525,Monday - Sunday| 24 hours
1526,Waffle House #1526,2641 CUMBERLAND FLS HWY I75 EXIT 25,CORBIN,KY,40701,US,36.917286,-84.13302,(606) 528-7288,https://locations.wafflehouse.com///corbin-ky-1526,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1526,Monday - Sunday| 24 hours
1527,Waffle House #1527,5022 CAPITAL CIR SW,TALLAHASSEE,FL,32305,US,30.374088,-84.292935,(850) 309-1111,https://locations.wafflehouse.com///tallahassee-fl-1527,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1527,Monday - Sunday| 24 hours
1528,Waffle House #1528,7172 HWY 22,SORRENTO,LA,70778,US,30.169961,-90.877512,(225) 417-0346,https://locations.wafflehouse.com///sorrento-la-1528,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1528,Monday - Sunday| 24 hours
1529,Waffle House #1529,4851 GERRARDSTOWN RD,INWOOD,WV,25428,US,39.362693,-78.043308,(304) 205-1195,https://locations.wafflehouse.com///inwood-wv-1529,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1529,Monday - Sunday| 24 hours
153,Waffle House #153,1426 SAM NUNN BLVD,PERRY,GA,31069,US,32.470496,-83.742321,(478) 987-1252,https://locations.wafflehouse.com///perry-ga-153,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-153,Monday - Sunday| 24 hours
1530,Waffle House #1530,1600 MT EDEN RD,SHELBYVILLE,KY,40065,US,38.188942,-85.211758,(502) 647-9653,https://locations.wafflehouse.com///shelbyville-ky-1530,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1530,Monday - Sunday| 24 hours
1531,Waffle House #1531,904 VANDIVER DR,COLUMBIA,MO,65202,US,38.970712,-92.32594,(573) 441-1100,https://locations.wafflehouse.com///columbia-mo-1531,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1531,Monday - Sunday| 24 hours
1532,Waffle House #1532,397 ASH ST,BENTON,KY,42025,US,36.866875,-88.36061,(270) 527-0992,https://locations.wafflehouse.com///benton-ky-1532,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1532,Monday - Sunday| 24 hours
1533,Waffle House #1533,1500 CONOWINGO RD,BEL AIR,MD,21014,US,39.567404,-76.354114,(410) 420-7042,https://locations.wafflehouse.com///belair-md-1533,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1533,Monday - Sunday| 24 hours
1534,Waffle House #1534,105 US HWY 231 N,TROY,AL,36081,US,31.794257,-85.97857,(334) 807-6009,https://locations.wafflehouse.com///troy-al-1534,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1534,Monday - Sunday| 24 hours
1535,Waffle House #1535,2849 ROSS CLARK CIR,DOTHAN,AL,36301,US,31.21582,-85.4307,(334) 793-0028,https://locations.wafflehouse.com///dothan-al-1535,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1535,Monday - Sunday| 24 hours
1536,Waffle House #1536,1808 EAST DIXON BLVD,SHELBY,NC,28152,US,35.271481,-81.496,(704) 476-0030,https://locations.wafflehouse.com///shelby-nc-1536,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1536,Monday - Sunday| 24 hours
1537,Waffle House #1537,829 HIGH ST,HAMILTON,OH,45011,US,39.396731,-84.552423,(513) 894-0936,https://locations.wafflehouse.com///hamilton-oh-1537,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1537,Monday - Sunday| 24 hours
1538,Waffle House #1538,476 OHIO PIKE,CINCINNATI,OH,45255,US,39.072262,-84.308846,(513) 528-3447,https://locations.wafflehouse.com///cincinnati-oh-1538,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1538,Monday - Sunday| 24 hours
1539,Waffle House #1539,5330 S LINDBERGH BLVD,SAINT LOUIS,MO,63126,US,38.525582,-90.36183,(314) 729-1656,https://locations.wafflehouse.com///saintlouis-mo-1539,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1539,Monday - Sunday| 24 hours
154,Waffle House #154,2758 COBB PARKWAY SE,ATLANTA,GA,30339,US,33.885264,-84.47142,(770) 952-0202,https://locations.wafflehouse.com///atlanta-ga-154,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-154,Monday - Sunday| 24 hours
1540,Waffle House #1540,3031 S ARLINGTON RD,AKRON,OH,44312,US,40.988888,-81.49221,(330) 245-1107,https://locations.wafflehouse.com///akron-oh-1540,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1540,Monday - Sunday| 24 hours
1541,Waffle House #1541,4900 HWY 90,PACE,FL,32571,US,30.60347,-87.12026,(850) 995-4985,https://locations.wafflehouse.com///pace-fl-1541,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1541,Monday - Sunday| 24 hours
1542,Waffle House #1542,4382 INDIAN RIPPLE,BEAVERCREEK,OH,45440,US,39.696802,-84.102375,(937) 320-1231,https://locations.wafflehouse.com///beavercreek-oh-1542,"FRANCHISE : J. THOMAS & CO., INC.",https://order.wafflehouse.com/menu/waffle-house-1542,Monday - Sunday| 24 hours
1543,Waffle House #1543,509 DAWSONVILLE HWY,GAINESVILLE,GA,30501,US,34.29482,-83.851669,(770) 534-2786,https://locations.wafflehouse.com///gainesville-ga-1543,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1543,Monday - Sunday| 24 hours
1544,Waffle House #1544,6725 W. CENTRAL AVE,TOLEDO,OH,43617,US,41.674491,-83.703466,(419) 843-8043,https://locations.wafflehouse.com///toledo-oh-1544,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1544,Monday - Sunday| 24 hours
1545,Waffle House #1545,5004 FAIRMONT PKWY,PASADENA,TX,77505,US,29.649249,-95.166804,(281) 998-7436,https://locations.wafflehouse.com///pasadena-tx-1545,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1545,Monday - Sunday| 24 hours
1546,Waffle House #1546,1530 QUINTARD AVE,ANNISTON,AL,36201,US,33.664666,-85.827239,(256) 237-8961,https://locations.wafflehouse.com///anniston-al-1546,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1546,Monday - Sunday| 24 hours
1547,Waffle House #1547,1608 US 19,LEESBURG,GA,31763,US,31.629268,-84.17736,(229) 420-7920,https://locations.wafflehouse.com///leesburg-ga-1547,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1547,Monday - Sunday| 24 hours
1548,Waffle House #1548,1862 MARS HILL RD,ACWORTH,GA,30101,US,34.00037,-84.70416,(678) 355-0397,https://locations.wafflehouse.com///acworth-ga-1548,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1548,Monday - Sunday| 24 hours
1549,Waffle House #1549,2270 US HIGHWAY 74A BYP,FOREST CITY,NC,28043,US,35.333735,-81.891446,(828) 245-6513,https://locations.wafflehouse.com///forestcity-nc-1549,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1549,Monday - Sunday| 24 hours
155,Waffle House #155,10389 AIRLINE HIGHWAY,BATON ROUGE,LA,70816,US,30.414982,-91.068286,(225) 293-0440,https://locations.wafflehouse.com///batonrouge-la-155,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-155,Monday - Sunday| 24 hours
1550,Waffle House #1550,37 CORY LANE,SMYRNA,DE,19977,US,39.284436,-75.593002,(302) 659-1821,https://locations.wafflehouse.com///smyrna-de-1550,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1550,Monday - Sunday| 24 hours
1551,Waffle House #1551,2701 E VALENCIA RD,TUCSON,AZ,85706,US,32.1341856486,-110.93234665,(520) 573-1551,https://locations.wafflehouse.com///tucson-az-1551,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1551,Monday - Sunday| 24 hours
1552,Waffle House #1552,14173 HWY 90,BOUTTE,LA,70039,US,29.89118,-90.4097,(985) 758-6499,https://locations.wafflehouse.com///boutte-la-1552,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1552,Monday - Sunday| 24 hours
1553,Waffle House #1553,7641 S RAEFORD RD,FAYETTEVILLE,NC,28304,US,35.026412,-79.051577,(910) 860-5560,https://locations.wafflehouse.com///fayetteville-nc-1553,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1553,Monday - Sunday| 24 hours
1554,Waffle House #1554,4770 FRIENDSHIP RD,BUFORD,GA,30518,US,34.14118,-83.95258,(770) 945-9869,https://locations.wafflehouse.com///buford-ga-1554,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1554,Monday - Sunday| 24 hours
1555,Waffle House #1555,5646 BUCKYSTOWN PIKE,FREDERICK,MD,21704,US,39.390081,-77.40941,(301) 624-5886,https://locations.wafflehouse.com///frederick-md-1555,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1555,Monday - Sunday| 24 hours
1557,Waffle House #1557,318 E LOOP 281,LONGVIEW,TX,75605,US,32.541677,-94.737662,(903) 234-1010,https://locations.wafflehouse.com///longview-tx-1557,FRANCHISE : YOGI HILL CORPORATION,https://order.wafflehouse.com/menu/waffle-house-1557,Monday - Sunday| 24 hours
1559,Waffle House #1559,1099 N FIRST ST,JESUP,GA,31545,US,31.616998,-81.87502,(912) 530-7612,https://locations.wafflehouse.com///jesup-ga-1559,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1559,Monday - Sunday| 24 hours
1560,Waffle House #1560,670 MAGNOLIA STREET,LINCOLN,AL,35096,US,33.59477,-86.12235,(205) 763-1561,https://locations.wafflehouse.com///lincoln-al-1560,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1560,Monday - Sunday| 24 hours
1561,Waffle House #1561,2380 E BRICKYARD RD,MIDWAY,FL,32343,US,30.48506,-84.423309,(850) 580-1561,https://locations.wafflehouse.com///midway-fl-1561,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1561,Monday - Sunday| 24 hours
1562,Waffle House #1562,5414 WILLIAMSBURG RD,SANDSTON,VA,23150,US,37.519019,-77.33732,(804) 222-1454,https://locations.wafflehouse.com///sandston-va-1562,"FULLY OWNED SUBSIDIARY: EAST COAST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1562,Monday - Sunday| 24 hours
1563,Waffle House #1563,1395 HIGHLANDS RIDGE RD,SMYRNA,GA,30082,US,33.83978,-84.51865,(770) 803-0850,https://locations.wafflehouse.com///smyrna-ga-1563,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1563,Monday - Sunday| 24 hours
1564,Waffle House #1564,637 BOLL WEEVIL CIR,ENTERPRISE,AL,36330,US,31.321573,-85.83145,(334) 308-1550,https://locations.wafflehouse.com///enterprise-al-1564,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1564,Monday - Sunday| 24 hours
1565,Waffle House #1565,859 SOUTH BROADWAY,LEXINGTON,KY,40504,US,38.039785771,-84.5137076952,(859) 225-8795,https://locations.wafflehouse.com///lexington-ky-1565,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1565,Monday - Sunday| 24 hours
1566,Waffle House #1566,12880 MISSISSIPPI AVE,AURORA,CO,80012,US,39.696237,-104.838769,(303) 696-1566,https://locations.wafflehouse.com///aurora-co-1566,"FULLY OWNED SUBSIDIARY: OZARK WAFFLES, LLC.",https://order.wafflehouse.com/menu/waffle-house-1566,Monday - Sunday| 24 hours
1567,Waffle House #1567,926 PLEASANT HILL RD,LAWRENCEVILLE,GA,30044,US,33.925602,-84.113919,(770) 381-2752,https://locations.wafflehouse.com///lawrenceville-ga-1567,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1567,Monday - Sunday| 24 hours
1568,Waffle House #1568,4029 TAYLORSVILLE RD,LOUISVILLE,KY,40220,US,38.219984,-85.62341,(502) 485-9765,https://locations.wafflehouse.com///louisville-ky-1568,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1568,Monday - Sunday| 24 hours
1569,Waffle House #1569,3693 HWY 17 BYPASS,MURRELLS INLET,SC,29576,US,33.567552,-79.033805,(843) 357-2010,https://locations.wafflehouse.com///murrellsinlet-sc-1569,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1569,Monday - Sunday| 24 hours
1570,Waffle House #1570,15 GLENDA TRACE,NEWNAN,GA,30265,US,33.409059,-84.685428,(678) 423-1818,https://locations.wafflehouse.com///newnan-ga-1570,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1570,Monday - Sunday| 24 hours
1571,Waffle House #1571,2903 STERLINGTON RD,MONROE,LA,71203,US,32.5509364709478,-92.0770630311,(318) 387-6266,https://locations.wafflehouse.com///monroe-la-1571,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1571,Monday - Sunday| 24 hours
1572,Waffle House #1572,728 N SAM HOUSTON PKWY,HOUSTON,TX,77060,US,29.938236,-95.384105,(281) 405-8565,https://locations.wafflehouse.com///houston-tx-1572,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1572,Monday - Sunday| 24 hours
1573,Waffle House #1573,5452 HIGHWAY 25,FLOWOOD,MS,39232,US,32.356464,-90.019194,(601) 919-2746,https://locations.wafflehouse.com///flowood-ms-1573,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1573,Monday - Sunday| 24 hours
1574,Waffle House #1574,6105 WHITE HORSE RD,GREENVILLE,SC,29611,US,34.852842,-82.453353,(864) 220-0559,https://locations.wafflehouse.com///greenville-sc-1574,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1574,Monday - Sunday| 24 hours
1576,Waffle House #1576,106 E BEACH BLVD,LONG BEACH,MS,39560,US,30.345412,-89.147192,(228) 865-1357,https://locations.wafflehouse.com///longbeach-ms-1576,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1576,Monday - Sunday| 24 hours
1577,Waffle House #1577,2454 S. REYNOLDS AVE,TOLEDO,OH,43614,US,41.594917,-83.665073,(419) 861-1577,https://locations.wafflehouse.com///toledo-oh-1577,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1577,Monday - Sunday| 24 hours
1578,Waffle House #1578,1646 A BRADLEY PARK DR,COLUMBUS,GA,31904,US,32.532288,-84.96604,(706) 324-7400,https://locations.wafflehouse.com///columbus-ga-1578,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1578,Monday - Sunday| 24 hours
1579,Waffle House #1579,1740 E SPRING CREEK PKWY,PLANO,TX,75074,US,33.056735,-96.688501,(972) 423-1987,https://locations.wafflehouse.com///plano-tx-1579,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1579,Monday - Sunday| 24 hours
158,Waffle House #158,831 GULF BREEZE PKWY,GULF BREEZE,FL,32561,US,30.357522,-87.163956,(850) 932-5012; (850) 932-9077,https://locations.wafflehouse.com///gulfbreeze-fl-158,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-158,Monday - Sunday| 24 hours
1580,Waffle House #1580,10401 US HIGHWAY 84 E,THOMASVILLE,GA,31757,US,30.835505,-83.93916,(229) 226-4433,https://locations.wafflehouse.com///thomasville-ga-1580,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1580,Monday - Sunday| 24 hours
1582,Waffle House #1582,9225 BOYD COOPER PKWY,MONTGOMERY,AL,36117,US,32.3665760049,-86.139422491236,(334) 271-6779,https://locations.wafflehouse.com///montgomery-al-1582,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1582,Monday - Sunday| 24 hours
1583,Waffle House #1583,5252 N HENRY BLVD,STOCKBRIDGE,GA,30281,US,33.547462,-84.251179,(770) 389-1237,https://locations.wafflehouse.com///stockbridge-ga-1583,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1583,Monday - Sunday| 24 hours
1584,Waffle House #1584,1405 N CASSADY AVE,COLUMBUS,OH,43219,US,39.9984415532409,-82.9301624871,(614) 536-0409,https://locations.wafflehouse.com///columbus-oh-1584,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1584,Monday - Sunday| 24 hours
1585,Waffle House #1585,1613 W HEBRON PKWY,CARROLLTON,TX,75010,US,33.02336,-96.93662,(972) 939-5185,https://locations.wafflehouse.com///carrollton-tx-1585,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1585,Monday - Sunday| 24 hours
1586,Waffle House #1586,612 HWY 90 W,NEW IBERIA,LA,70560,US,29.985643,-91.857124,(337) 365-3264,https://locations.wafflehouse.com///newiberia-la-1586,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1586,Monday - Sunday| 24 hours
1587,Waffle House #1587,1305 HWY 20 W,MCDONOUGH,GA,30253,US,33.423029,-84.185362,(678) 565-4433,https://locations.wafflehouse.com///mcdonough-ga-1587,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1587,Monday - Sunday| 24 hours
1588,Waffle House #1588,101 E 29TH AVE,APACHE JUNCTION,AZ,85119,US,33.3887103991,-111.544966807259,(480) 474-1588,https://locations.wafflehouse.com///apachejunction-az-1588,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1588,Monday - Sunday| 24 hours
1589,Waffle House #1589,1116 LEAGUE LINE RD,CONROE,TX,77303,US,30.366433,-95.482744,(936) 890-0555,https://locations.wafflehouse.com///conroe-tx-1589,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1589,Monday - Sunday| 24 hours
159,Waffle House #159,948 FORT DALE RD,GREENVILLE,AL,36037,US,31.849328,-86.64015,(334) 245-7821,https://locations.wafflehouse.com///greenville-al-159,"FULLY OWNED SUBSIDIARY: MID SOUTH WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-159,Monday - Sunday| 24 hours
1590,Waffle House #1590,460 RACETRACK RD NW,FT WALTON BEACH,FL,32547,US,30.449802,-86.637771,(850) 796-1590,https://locations.wafflehouse.com///ftwaltonbeach-fl-1590,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1590,Monday - Sunday| 24 hours
1591,Waffle House #1591,12880 FT CAMPBELL BLVD,OAK GROVE,KY,42262,US,36.6933813158,-87.4530181328,(270) 697-0277,https://locations.wafflehouse.com///oakgrove-ky-1591,"FRANCHISE : HILLTOP FOODS, LLC.",https://order.wafflehouse.com/menu/waffle-house-1591,Monday - Sunday| 24 hours
1592,Waffle House #1592,1350 CANADIAN COURT,YUKON,OK,73099,US,35.48894,-97.75912,(405) 350-1445,https://locations.wafflehouse.com///yukon-ok-1592,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1592,Monday - Sunday| 24 hours
1593,Waffle House #1593,3262 DAUPHIN ST,MOBILE,AL,36606,US,30.68906,-88.12237,(251) 473-8427,https://locations.wafflehouse.com///mobile-al-1593,"WAFFLE HOUSE, INC",https://order.wafflehouse.com/menu/waffle-house-1593,Monday - Sunday| 24 hours
1594,Waffle House #1594,1783 AIRPORT RD,ALLENTOWN,PA,18109,US,40.636557,-75.43531,(610) 266-6300,https://locations.wafflehouse.com///allentown-pa-1594,"FRANCHISE : LEHIGH VALLEY WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1594,Monday - Sunday| 24 hours
1595,Waffle House #1595,3190 MEDINA RD,MEDINA,OH,44256,US,41.1361598237,-81.8018288965494,(330) 725-1538,https://locations.wafflehouse.com///medina-oh-1595,"FULLY OWNED SUBSIDIARY: MIDWEST WAFFLES, INC.",https://order.wafflehouse.com/menu/waffle-house-1595,Monday - Sunday| 24 hours
